Financial Year,Period,Line,Actual KMs in Peak,Scheduled KMs in Peak,Actual KMs in Off Peak,Scheduled KMs in Off Peak,Actual KMs Total,Scheduled KMs Total,,,,
2023-24,4,Central," 239,909 "," 256,740 "," 725,924 "," 774,866 "," 965,833 "," 1,031,606 ",,,,
2023-24,4,District," 190,751 "," 211,018 "," 553,652 "," 591,754 "," 744,403 "," 802,772 ",,,,
2023-24,4,Jubilee," 180,437 "," 207,020 "," 529,797 "," 603,684 "," 710,234 "," 810,704 ",,,,
2023-24,4,Metropolitan," 168,397 "," 179,100 "," 446,205 "," 486,400 "," 614,602 "," 665,500 ",,,,
2023-24,4,Northern," 303,566 "," 314,340 "," 847,638 "," 875,361 "," 1,151,204 "," 1,189,701 ",,,,
2023-24,4,Piccadilly," 234,829 "," 253,220 "," 683,822 "," 749,648 "," 918,651 "," 1,002,868 ",,,,
2023-24,4,Victoria," 167,687 "," 178,520 "," 425,157 "," 441,903 "," 592,844 "," 620,423 ",,,,
2023-24,4,Waterloo & City," 9,616 "," 9,720 "," 13,734 "," 14,080 "," 23,350 "," 23,800 ",,,,
2023-24,5,Bakerloo," 44,893 "," 52,267 "," 115,247 "," 135,485 "," 160,140 "," 187,752 ",,,,
2023-24,5,C&H," 70,302 "," 75,220 "," 238,749 "," 262,563 "," 309,051 "," 337,783 ",,,,
2023-24,5,Central," 229,000 "," 256,740 "," 704,559 "," 775,148 "," 933,559 "," 1,031,888 ",,,,
2023-24,5,District," 196,651 "," 211,020 "," 525,180 "," 553,595 "," 721,831 "," 764,615 ",,,,
2023-24,5,Jubilee," 178,342 "," 207,020 "," 524,079 "," 603,684 "," 702,421 "," 810,704 ",,,,
2023-24,5,Metropolitan," 163,828 "," 179,100 "," 430,883 "," 486,405 "," 594,711 "," 665,505 ",,,,
2023-24,5,Northern," 309,572 "," 314,340 "," 881,959 "," 900,590 "," 1,191,531 "," 1,214,930 ",,,,
2023-24,5,Piccadilly," 218,206 "," 253,220 "," 601,081 "," 694,072 "," 819,287 "," 947,292 ",,,,
2023-24,5,Victoria," 166,737 "," 178,520 "," 423,813 "," 441,888 "," 590,550 "," 620,408 ",,,,
2023-24,5,Waterloo & City," 9,518 "," 9,720 "," 13,671 "," 14,080 "," 23,189 "," 23,800 ",,,,
2023-24,6,Bakerloo," 67,551 "," 73,557 "," 178,029 "," 195,017 "," 245,580 "," 268,574 ",,,,
2023-24,6,C&H," 67,697 "," 75,239 "," 220,762 "," 247,296 "," 288,459 "," 322,535 ",,,,
2023-24,6,Central," 221,887 "," 255,294 "," 642,355 "," 741,750 "," 864,242 "," 997,044 ",,,,
2023-24,6,District," 191,342 "," 209,600 "," 536,173 "," 568,262 "," 727,515 "," 777,862 ",,,,
2023-24,6,Jubilee," 168,063 "," 206,053 "," 490,873 "," 578,363 "," 658,936 "," 784,416 ",,,,
2023-24,6,Metropolitan," 171,172 "," 176,892 "," 429,760 "," 461,288 "," 600,932 "," 638,180 ",,,,
2023-24,6,Northern," 304,758 "," 312,314 "," 827,280 "," 862,301 "," 1,132,038 "," 1,174,615 ",,,,
2023-24,6,Piccadilly," 210,983 "," 247,476 "," 529,206 "," 629,437 "," 740,189 "," 876,913 ",,,,
2023-24,6,Victoria," 166,007 "," 176,664 "," 400,520 "," 423,558 "," 566,527 "," 600,222 ",,,,
2023-24,6,Waterloo & City," 9,130 "," 9,234 "," 13,239 "," 13,376 "," 22,369 "," 22,610 ",,,,
2023-24,7,Bakerloo," 64,976 "," 71,080 "," 178,665 "," 193,471 "," 243,641 "," 264,551 ",,,,
2023-24,7,C&H," 69,197 "," 75,220 "," 224,441 "," 248,896 "," 293,638 "," 324,116 ",,,,
2023-24,7,Central," 227,484 "," 256,740 "," 645,526 "," 743,700 "," 873,010 "," 1,000,440 ",,,,
2023-24,7,District," 180,170 "," 200,440 "," 499,357 "," 538,340 "," 679,527 "," 738,780 ",,,,
2023-24,7,Jubilee," 177,189 "," 207,020 "," 505,428 "," 576,736 "," 682,617 "," 783,756 ",,,,
2023-24,7,Metropolitan," 161,255 "," 179,030 "," 380,316 "," 433,605 "," 541,571 "," 612,635 ",,,,
2023-24,7,Northern," 300,385 "," 314,340 "," 825,543 "," 862,587 "," 1,125,928 "," 1,176,927 ",,,,
2023-24,7,Piccadilly," 220,661 "," 245,406 "," 602,986 "," 677,930 "," 823,647 "," 923,336 ",,,,
2023-24,7,Victoria," 164,829 "," 178,520 "," 399,683 "," 423,711 "," 564,512 "," 602,231 ",,,,
2023-24,7,Waterloo & City," 9,534 "," 9,720 "," 13,876 "," 14,080 "," 23,410 "," 23,800 ",,,,
2023-24,8,Bakerloo," 64,981 "," 71,080 "," 167,225 "," 183,999 "," 232,206 "," 255,079 ",,,,
2023-24,8,C&H," 71,352 "," 75,228 "," 238,907 "," 254,976 "," 310,259 "," 330,204 ",,,,
2023-24,8,Central," 230,342 "," 256,740 "," 697,454 "," 757,358 "," 927,796 "," 1,014,098 ",,,,
2023-24,8,District," 188,601 "," 201,808 "," 514,234 "," 542,302 "," 702,835 "," 744,110 ",,,,
2023-24,8,Jubilee," 171,551 "," 207,020 "," 495,995 "," 589,648 "," 667,546 "," 796,668 ",,,,
2023-24,8,Metropolitan," 173,433 "," 178,960 "," 455,544 "," 482,659 "," 628,977 "," 661,619 ",,,,
2023-24,8,Northern," 299,311 "," 314,340 "," 866,523 "," 901,045 "," 1,165,834 "," 1,215,385 ",,,,
2023-24,8,Piccadilly," 215,918 "," 238,532 "," 642,277 "," 723,360 "," 858,195 "," 961,892 ",,,,
2023-24,8,Victoria," 167,651 "," 178,520 "," 431,368 "," 441,943 "," 599,019 "," 620,463 ",,,,
2023-24,8,Waterloo & City," 9,509 "," 9,720 "," 13,919 "," 14,080 "," 23,428 "," 23,800 ",,,,
2023-24,9,Bakerloo," 65,234 "," 71,080 "," 171,956 "," 188,151 "," 237,190 "," 259,231 ",,,,
2023-24,9,C&H," 69,013 "," 75,220 "," 239,318 "," 265,230 "," 308,331 "," 340,450 ",,,,
2023-24,9,Central," 211,048 "," 256,740 "," 627,818 "," 750,708 "," 838,866 "," 1,007,448 ",,,,
2023-24,9,District," 191,940 "," 210,960 "," 545,932 "," 581,196 "," 737,872 "," 792,156 ",,,,
2023-24,9,Jubilee," 182,604 "," 207,020 "," 545,495 "," 603,684 "," 728,099 "," 810,704 ",,,,
2023-24,9,Metropolitan," 174,067 "," 178,960 "," 463,674 "," 486,570 "," 637,741 "," 665,530 ",,,,
2023-24,9,Northern," 292,774 "," 314,340 "," 850,450 "," 900,590 "," 1,143,224 "," 1,214,930 ",,,,
2023-24,9,Piccadilly," 204,631 "," 238,541 "," 611,009 "," 712,230 "," 815,640 "," 950,771 ",,,,
2023-24,9,Victoria," 166,518 "," 178,520 "," 431,893 "," 441,888 "," 598,411 "," 620,408 ",,,,
2023-24,9,Waterloo & City," 9,528 "," 9,720 "," 13,941 "," 14,080 "," 23,469 "," 23,800 ",,,,
2023-24,10,Bakerloo," 56,216 "," 61,524 "," 169,692 "," 181,756 "," 225,908 "," 243,280 ",,,,
2023-24,10,C&H," 63,624 "," 68,982 "," 227,601 "," 250,436 "," 291,225 "," 319,418 ",,,,
2023-24,10,Central," 180,795 "," 229,569 "," 590,047 "," 732,222 "," 770,842 "," 961,791 ",,,,
2023-24,10,District," 170,214 "," 185,445 "," 525,702 "," 563,106 "," 695,916 "," 748,551 ",,,,
2023-24,10,Jubilee," 164,088 "," 182,414 "," 526,793 "," 573,945 "," 690,881 "," 756,359 ",,,,
2023-24,10,Metropolitan," 147,195 "," 154,794 "," 423,834 "," 454,805 "," 571,029 "," 609,599 ",,,,
2023-24,10,Northern," 264,507 "," 275,789 "," 808,682 "," 841,965 "," 1,073,189 "," 1,117,754 ",,,,
2023-24,10,Piccadilly," 170,684 "," 212,519 "," 563,439 "," 688,361 "," 734,123 "," 900,880 ",,,,
2023-24,10,Victoria," 130,477 "," 152,406 "," 387,340 "," 412,577 "," 517,817 "," 564,983 ",,,,
2023-24,10,Waterloo & City," 8,216 "," 8,262 "," 11,802 "," 11,968 "," 20,018 "," 20,230 ",,,,
2023-24,11,Bakerloo," 57,450 "," 68,535 "," 172,289 "," 189,197 "," 229,739 "," 257,732 ",,,,
2023-24,11,C&H," 67,419 "," 75,220 "," 233,009 "," 265,290 "," 300,428 "," 340,510 ",,,,
2023-24,11,Central," 180,767 "," 256,740 "," 566,564 "," 774,920 "," 747,331 "," 1,031,660 ",,,,
2023-24,11,District," 179,488 "," 201,760 "," 535,587 "," 578,289 "," 715,075 "," 780,049 ",,,,
2023-24,11,Jubilee," 188,912 "," 207,020 "," 537,810 "," 583,876 "," 726,722 "," 790,896 ",,,,
2023-24,11,Metropolitan," 162,628 "," 179,100 "," 425,862 "," 473,794 "," 588,490 "," 652,894 ",,,,
2023-24,11,Northern," 300,301 "," 314,340 "," 869,799 "," 900,590 "," 1,170,100 "," 1,214,930 ",,,,
2023-24,11,Piccadilly," 193,356 "," 252,300 "," 589,108 "," 734,311 "," 782,464 "," 986,611 ",,,,
2023-24,11,Victoria," 166,259 "," 178,520 "," 432,280 "," 441,888 "," 598,539 "," 620,408 ",,,,
2023-24,11,Waterloo & City," 9,583 "," 9,720 "," 13,931 "," 14,080 "," 23,514 "," 23,800 ",,,,
2023-24,12,Bakerloo," 60,740 "," 71,080 "," 175,679 "," 186,621 "," 236,419 "," 257,701 ",,,,
2023-24,12,C&H," 67,861 "," 75,220 "," 233,716 "," 265,238 "," 301,577 "," 340,458 ",,,,
2023-24,12,Central," 187,051 "," 249,448 "," 581,663 "," 767,724 "," 768,714 "," 1,017,172 ",,,,
2023-24,12,District," 193,975 "," 211,020 "," 555,595 "," 592,476 "," 749,570 "," 803,496 ",,,,
2023-24,12,Jubilee," 184,833 "," 207,020 "," 531,237 "," 587,589 "," 716,070 "," 794,609 ",,,,
2023-24,12,Metropolitan," 156,661 "," 179,100 "," 429,548 "," 486,400 "," 586,209 "," 665,500 ",,,,
2023-24,12,Northern," 302,774 "," 314,340 "," 865,914 "," 900,643 "," 1,168,688 "," 1,214,983 ",,,,
2023-24,12,Piccadilly," 192,078 "," 233,527 "," 552,864 "," 659,538 "," 744,942 "," 893,065 ",,,,
2023-24,12,Victoria," 159,113 "," 178,520 "," 405,318 "," 441,888 "," 564,431 "," 620,408 ",,,,
2023-24,12,Waterloo & City," 9,699 "," 9,720 "," 13,874 "," 14,080 "," 23,573 "," 23,800 ",,,,
2023-24,13,Bakerloo," 57,744 "," 70,461 "," 176,983 "," 193,618 "," 234,727 "," 264,079 ",,,,
2023-24,13,C&H," 69,201 "," 75,239 "," 224,266 "," 259,588 "," 293,467 "," 334,827 ",,,,
2023-24,13,Central," 197,688 "," 227,250 "," 631,851 "," 759,888 "," 829,539 "," 987,138 ",,,,
2023-24,13,District," 192,500 "," 208,309 "," 546,711 "," 607,227 "," 739,211 "," 815,536 ",,,,
2023-24,13,Jubilee," 185,792 "," 206,053 "," 570,768 "," 631,957 "," 756,560 "," 838,010 ",,,,
2023-24,13,Metropolitan," 165,152 "," 176,897 "," 451,610 "," 485,944 "," 616,762 "," 662,841 ",,,,
2023-24,13,Northern," 282,922 "," 312,306 "," 892,506 "," 937,893 "," 1,175,428 "," 1,250,199 ",,,,
2023-24,13,Piccadilly," 212,682 "," 251,362 "," 668,457 "," 779,200 "," 881,139 "," 1,030,562 ",,,,
2023-24,13,Victoria," 153,198 "," 176,657 "," 411,906 "," 459,734 "," 565,104 "," 636,391 ",,,,
2023-24,13,Waterloo & City," 8,994 "," 9,234 "," 13,163 "," 13,376 "," 22,157 "," 22,610 ",,,,
2024-25,1,Bakerloo," 57,360 "," 70,461 "," 156,108 "," 175,643 "," 213,468 "," 246,104 ",,,,
2024-25,1,C&H," 68,845 "," 75,239 "," 231,694 "," 254,127 "," 300,539 "," 329,366 ",,,,
2024-25,1,Central," 200,949 "," 230,763 "," 567,603 "," 656,812 "," 768,552 "," 887,575 ",,,,
2024-25,1,District," 183,457 "," 208,641 "," 534,882 "," 571,893 "," 718,339 "," 780,534 ",,,,
2024-25,1,Jubilee," 188,146 "," 206,053 "," 501,123 "," 546,390 "," 689,269 "," 752,443 ",,,,
2024-25,1,Metropolitan," 168,096 "," 177,002 "," 423,471 "," 446,872 "," 591,567 "," 623,874 ",,,,
2024-25,1,Northern," 251,166 "," 298,131 "," 722,741 "," 820,066 "," 973,907 "," 1,118,197 ",,,,
2024-25,1,Piccadilly," 214,829 "," 251,325 "," 614,586 "," 718,389 "," 829,415 "," 969,714 ",,,,
2024-25,1,Victoria," 160,109 "," 176,664 "," 386,233 "," 423,558 "," 546,342 "," 600,222 ",,,,
2024-25,1,Waterloo & City," 9,193 "," 9,234 "," 13,271 "," 13,376 "," 22,464 "," 22,610 ",,,,
2024-25,2,Bakerloo," 64,453 "," 70,461 "," 172,250 "," 185,713 "," 236,703 "," 256,174 ",,,,
2024-25,2,C&H," 70,588 "," 74,299 "," 239,004 "," 255,602 "," 309,592 "," 329,901 ",,,,
2024-25,2,Central," 205,328 "," 230,181 "," 643,952 "," 714,220 "," 849,280 "," 944,401 ",,,,
2024-25,2,District," 185,208 "," 205,130 "," 526,638 "," 556,783 "," 711,846 "," 761,913 ",,,,
2024-25,2,Jubilee," 187,201 "," 206,053 "," 535,682 "," 605,311 "," 722,883 "," 811,364 ",,,,
2024-25,2,Metropolitan," 165,276 "," 177,030 "," 447,398 "," 483,198 "," 612,674 "," 660,228 ",,,,
2024-25,2,Northern," 255,804 "," 312,314 "," 793,154 "," 900,251 "," 1,048,958 "," 1,212,565 ",,,,
2024-25,2,Piccadilly," 233,987 "," 251,269 "," 663,880 "," 721,045 "," 897,867 "," 972,314 ",,,,
2024-25,2,Victoria," 162,954 "," 176,664 "," 412,053 "," 441,735 "," 575,007 "," 618,399 ",,,,
2024-25,2,Waterloo & City," 9,011 "," 9,234 "," 13,223 "," 13,376 "," 22,234 "," 22,610 ",,,,
2024-25,3,Bakerloo," 64,333 "," 70,461 "," 172,572 "," 193,349 "," 236,905 "," 263,810 ",,,,
2024-25,3,C&H," 66,991 "," 75,237 "," 219,440 "," 252,221 "," 286,431 "," 327,458 ",,,,
2024-25,3,Central," 206,400 "," 230,348 "," 628,318 "," 696,614 "," 834,718 "," 926,962 ",,,,
2024-25,3,District," 186,746 "," 206,233 "," 536,492 "," 581,935 "," 723,238 "," 788,168 ",,,,
2024-25,3,Jubilee," 187,044 "," 206,053 "," 546,873 "," 605,588 "," 733,917 "," 811,641 ",,,,
2024-25,3,Metropolitan," 170,582 "," 177,030 "," 459,146 "," 474,929 "," 629,728 "," 651,959 ",,,,
2024-25,3,Northern," 281,876 "," 312,314 "," 825,335 "," 875,087 "," 1,107,211 "," 1,187,401 ",,,,
2024-25,3,Piccadilly," 217,865 "," 245,027 "," 640,921 "," 719,189 "," 858,786 "," 964,216 ",,,,
2024-25,3,Victoria," 150,525 "," 176,664 "," 407,909 "," 441,735 "," 558,434 "," 618,399 ",,,,
2024-25,3,Waterloo & City," 8,818 "," 9,234 "," 12,986 "," 13,376 "," 21,804 "," 22,610 ",,,,
2024-25,4,Bakerloo," 65,964 "," 71,080 "," 172,667 "," 193,468 "," 238,631 "," 264,548 ",,,,
2024-25,4,C&H," 66,502 "," 75,220 "," 224,396 "," 265,139 "," 290,898 "," 340,359 ",,,,
2024-25,4,Central," 196,527 "," 230,952 "," 609,461 "," 709,220 "," 805,988 "," 940,172 ",,,,
2024-25,4,District," 188,072 "," 211,020 "," 539,321 "," 592,180 "," 727,393 "," 803,200 ",,,,
2024-25,4,Jubilee," 184,681 "," 207,020 "," 519,156 "," 571,711 "," 703,837 "," 778,731 ",,,,
2024-25,4,Metropolitan," 170,264 "," 179,240 "," 434,529 "," 461,566 "," 604,793 "," 640,806 ",,,,
2024-25,4,Northern," 288,879 "," 314,340 "," 853,165 "," 887,955 "," 1,142,044 "," 1,202,295 ",,,,
2024-25,4,Piccadilly," 223,113 "," 253,220 "," 633,899 "," 717,697 "," 857,012 "," 970,917 ",,,,
2024-25,4,Victoria," 165,737 "," 178,520 "," 419,788 "," 441,888 "," 585,525 "," 620,408 ",,,,
2024-25,4,Waterloo & City," 9,680 "," 9,720 "," 13,859 "," 14,080 "," 23,539 "," 23,800 ",,,,
2024-25,5,Bakerloo," 53,351 "," 60,455 "," 148,482 "," 167,255 "," 201,833 "," 227,710 ",,,,
2024-25,5,C&H," 66,039 "," 75,220 "," 232,496 "," 265,266 "," 298,535 "," 340,486 ",,,,
2024-25,5,Central," 199,334 "," 230,952 "," 622,339 "," 714,908 "," 821,673 "," 945,860 ",,,,
2024-25,5,District," 184,435 "," 211,020 "," 539,826 "," 594,577 "," 724,261 "," 805,597 ",,,,
2024-25,5,Jubilee," 180,276 "," 207,020 "," 527,309 "," 603,684 "," 707,585 "," 810,704 ",,,,
2024-25,5,Metropolitan," 156,825 "," 179,240 "," 425,213 "," 484,472 "," 582,038 "," 663,712 ",,,,
2024-25,5,Northern," 297,174 "," 314,340 "," 871,804 "," 900,590 "," 1,168,978 "," 1,214,930 ",,,,
2024-25,5,Piccadilly," 230,234 "," 250,862 "," 590,801 "," 634,077 "," 821,035 "," 884,939 ",,,,
2024-25,5,Victoria," 168,259 "," 178,520 "," 427,762 "," 441,888 "," 596,021 "," 620,408 ",,,,
2024-25,5,Waterloo & City," 9,697 "," 9,720 "," 13,912 "," 14,080 "," 23,609 "," 23,800 ",,,,
2024-25,6,Bakerloo," 59,820 "," 63,353 "," 160,259 "," 171,056 "," 220,079 "," 234,409 ",,,,
2024-25,6,C&H," 63,197 "," 67,717 "," 202,267 "," 235,775 "," 265,464 "," 303,492 ",,,,
2024-25,6,Central," 180,262 "," 207,144 "," 559,583 "," 632,726 "," 739,845 "," 839,870 ",,,,
2024-25,6,District," 166,560 "," 188,493 "," 472,752 "," 526,266 "," 639,312 "," 714,759 ",,,,
2024-25,6,Jubilee," 165,226 "," 185,351 "," 469,339 "," 536,334 "," 634,565 "," 721,685 ",,,,
2024-25,6,Metropolitan," 150,144 "," 159,151 "," 400,096 "," 429,605 "," 550,240 "," 588,756 ",,,,
2024-25,6,Northern," 269,974 "," 280,880 "," 758,427 "," 785,337 "," 1,028,401 "," 1,066,217 ",,,,
2024-25,6,Piccadilly," 152,881 "," 163,108 "," 444,170 "," 470,686 "," 597,051 "," 633,794 ",,,,
2024-25,6,Victoria," 142,914 "," 158,812 "," 365,469 "," 391,224 "," 508,383 "," 550,036 ",,,,
2024-25,6,Waterloo & City," 7,988 "," 8,262 "," 11,767 "," 11,968 "," 19,755 "," 20,230 ",,,,
2024-25,8,Bakerloo," 47,021 "," 53,310 "," 142,118 "," 155,130 "," 189,139 "," 208,440 ",,,,
2024-25,8,C&H," 47,709 "," 56,415 "," 183,237 "," 205,434 "," 230,946 "," 261,849 ",,,,
2024-25,8,Central," 158,590 "," 173,139 "," 531,893 "," 569,921 "," 690,483 "," 743,060 ",,,,
2024-25,8,District," 136,138 "," 158,220 "," 420,308 "," 449,776 "," 556,446 "," 607,996 ",,,,
2024-25,8,Jubilee," 140,782 "," 155,265 "," 410,952 "," 452,160 "," 551,734 "," 607,425 ",,,,
2024-25,8,Metropolitan," 124,645 "," 134,220 "," 342,493 "," 363,543 "," 467,138 "," 497,763 ",,,,
2024-25,8,Northern," 221,636 "," 235,755 "," 686,883 "," 720,026 "," 908,519 "," 955,781 ",,,,
2024-25,8,Piccadilly," 166,005 "," 176,484 "," 537,448 "," 567,205 "," 703,453 "," 743,689 ",,,,
2024-25,8,Victoria," 124,160 "," 133,890 "," 339,707 "," 353,540 "," 463,867 "," 487,430 ",,,,
2024-25,8,Waterloo & City," 5,973 "," 7,290 "," 8,972 "," 10,560 "," 14,945 "," 17,850 ",,,,
2024-25,9,Bakerloo," 64,249 "," 71,080 "," 178,356 "," 189,282 "," 242,605 "," 260,362 ",,,,
2024-25,9,C&H," 70,345 "," 75,220 "," 236,556 "," 265,354 "," 306,901 "," 340,574 ",,,,
2024-25,9,Central," 212,685 "," 230,852 "," 661,355 "," 713,400 "," 874,040 "," 944,252 ",,,,
2024-25,9,District," 183,557 "," 210,960 "," 555,134 "," 602,698 "," 738,691 "," 813,658 ",,,,
2024-25,9,Jubilee," 179,879 "," 207,020 "," 530,047 "," 603,684 "," 709,926 "," 810,704 ",,,,
2024-25,9,Metropolitan," 164,408 "," 178,960 "," 468,634 "," 486,566 "," 633,042 "," 665,526 ",,,,
2024-25,9,Northern," 291,935 "," 314,340 "," 815,059 "," 869,987 "," 1,106,994 "," 1,184,327 ",,,,
2024-25,9,Piccadilly," 200,999 "," 235,312 "," 574,587 "," 657,469 "," 775,586 "," 892,781 ",,,,
2024-25,9,Victoria," 160,634 "," 178,520 "," 422,418 "," 441,888 "," 583,052 "," 620,408 ",,,,
2024-25,9,Waterloo & City," 9,487 "," 9,720 "," 13,874 "," 14,080 "," 23,361 "," 23,800 ",,,,
2024-25,10,Bakerloo," 57,957 "," 61,571 "," 173,824 "," 183,092 "," 231,781 "," 244,663 ",,,,
2024-25,10,C&H," 63,297 "," 68,171 "," 233,622 "," 250,473 "," 296,919 "," 318,644 ",,,,
2024-25,10,Central," 190,174 "," 205,040 "," 630,406 "," 673,229 "," 820,580 "," 878,269 ",,,,
2024-25,10,District," 166,762 "," 182,144 "," 531,788 "," 564,632 "," 698,550 "," 746,776 ",,,,
2024-25,10,Jubilee," 162,127 "," 180,438 "," 530,934 "," 578,976 "," 693,061 "," 759,414 ",,,,
2024-25,10,Metropolitan," 143,460 "," 151,812 "," 437,291 "," 455,722 "," 580,751 "," 607,534 ",,,,
2024-25,10,Northern," 252,090 "," 273,442 "," 808,113 "," 852,434 "," 1,060,203 "," 1,125,876 ",,,,
2024-25,10,Piccadilly," 139,925 "," 208,273 "," 453,194 "," 663,109 "," 593,119 "," 871,382 ",,,,
2024-25,10,Victoria," 137,956 "," 149,922 "," 381,540 "," 415,680 "," 519,496 "," 565,602 ",,,,
2024-25,10,Waterloo & City," 7,756 "," 7,822 "," 11,523 "," 11,631 "," 19,279 "," 19,453 ",,,,
2024-25,11,Bakerloo," 61,162 "," 71,080 "," 176,345 "," 193,468 "," 237,507 "," 264,548 ",,,,
2024-25,11,C&H," 68,569 "," 75,145 "," 234,766 "," 266,428 "," 303,335 "," 341,573 ",,,,
2024-25,11,Central," 217,988 "," 237,399 "," 679,057 "," 723,852 "," 897,045 "," 961,251 ",,,,
2024-25,11,District," 191,216 "," 213,720 "," 552,473 "," 600,624 "," 743,689 "," 814,344 ",,,,
2024-25,11,Jubilee," 187,184 "," 207,470 "," 499,622 "," 567,569 "," 686,806 "," 775,039 ",,,,
2024-25,11,Metropolitan," 167,921 "," 179,275 "," 461,445 "," 486,238 "," 629,366 "," 665,513 ",,,,
2024-25,11,Northern," 302,574 "," 314,340 "," 873,933 "," 900,590 "," 1,176,507 "," 1,214,930 ",,,,
2024-25,11,Piccadilly," 179,894 "," 241,717 "," 544,630 "," 687,613 "," 724,524 "," 929,330 ",,,,
2024-25,11,Victoria," 162,663 "," 178,520 "," 417,011 "," 441,888 "," 579,674 "," 620,408 ",,,,
2024-25,11,Waterloo & City," 10,083 "," 10,120 "," 13,840 "," 14,190 "," 23,923 "," 24,310 ",,,,
2024-25,12,Bakerloo," 59,990 "," 71,080 "," 172,459 "," 186,621 "," 232,449 "," 257,701 ",,,,
2024-25,12,C&H," 69,540 "," 75,120 "," 236,258 "," 264,652 "," 305,798 "," 339,772 ",,,,
2024-25,12,Central," 227,201 "," 256,740 "," 649,592 "," 731,940 "," 876,793 "," 988,680 ",,,,
2024-25,12,District," 199,831 "," 214,634 "," 561,429 "," 582,922 "," 761,260 "," 797,556 ",,,,
2024-25,12,Jubilee," 191,442 "," 207,620 "," 550,766 "," 603,380 "," 742,208 "," 811,000 ",,,,
2024-25,12,Metropolitan," 171,241 "," 179,380 "," 467,268 "," 486,149 "," 638,509 "," 665,529 ",,,,
2024-25,12,Northern," 299,441 "," 314,340 "," 854,112 "," 900,590 "," 1,153,553 "," 1,214,930 ",,,,
2024-25,12,Piccadilly," 212,835 "," 245,336 "," 631,225 "," 702,253 "," 844,060 "," 947,589 ",,,,
2024-25,12,Victoria," 161,274 "," 178,520 "," 398,501 "," 441,888 "," 559,775 "," 620,408 ",,,,
2024-25,12,Waterloo & City," 10,092 "," 11,320 "," 13,917 "," 14,520 "," 24,009 "," 25,840 ",,,,
2024-25,13,Bakerloo," 62,481 "," 74,634 "," 176,976 "," 199,861 "," 239,457 "," 274,495 ",,,,
2024-25,13,C&H," 74,726 "," 78,876 "," 262,729 "," 286,168 "," 337,455 "," 365,044 ",,,,
2024-25,13,Central," 234,480 "," 269,577 "," 700,056 "," 787,188 "," 934,536 "," 1,056,765 ",,,,
2024-25,13,District," 203,961 "," 225,356 "," 600,956 "," 638,813 "," 804,917 "," 864,169 ",,,,
2024-25,13,Jubilee," 198,321 "," 218,001 "," 574,621 "," 648,417 "," 772,942 "," 866,418 ",,,,
2024-25,13,Metropolitan," 174,570 "," 188,349 "," 489,586 "," 521,678 "," 664,156 "," 710,027 ",,,,
2024-25,13,Northern," 308,122 "," 330,057 "," 905,903 "," 966,485 "," 1,214,025 "," 1,296,542 ",,,,
2024-25,13,Piccadilly," 224,109 "," 258,171 "," 656,953 "," 752,147 "," 881,062 "," 1,010,318 ",,,,
2024-25,13,Victoria," 162,076 "," 187,446 "," 418,932 "," 473,793 "," 581,008 "," 661,239 ",,,,
2024-25,13,Waterloo & City," 11,009 "," 11,886 "," 14,680 "," 15,246 "," 25,689 "," 27,132 ",,,,
2025-26,1,Bakerloo," 56,179 "," 66,288 "," 159,102 "," 178,359 "," 215,281 "," 244,647 ",,,,
2025-26,1,C&H," 67,038 "," 71,412 "," 231,654 "," 247,121 "," 298,692 "," 318,533 ",,,,
2025-26,1,Central," 214,908 "," 239,682 "," 625,346 "," 691,835 "," 840,254 "," 931,517 ",,,,
2025-26,1,District," 179,003 "," 200,704 "," 518,218 "," 555,592 "," 697,221 "," 756,296 ",,,,
2025-26,1,Jubilee," 170,267 "," 195,245 "," 497,741 "," 561,326 "," 668,008 "," 756,571 ",,,,
2025-26,1,Metropolitan," 152,976 "," 165,937 "," 407,683 "," 447,232 "," 560,659 "," 613,169 ",,,,
2025-26,1,Northern," 275,596 "," 294,563 "," 793,652 "," 833,656 "," 1,069,248 "," 1,128,219 ",,,,
2025-26,1,Piccadilly," 216,328 "," 228,121 "," 652,374 "," 679,485 "," 868,702 "," 907,606 ",,,,
2025-26,1,Victoria," 137,683 "," 165,875 "," 318,197 "," 409,499 "," 455,880 "," 575,374 ",,,,
2025-26,1,Waterloo & City," 8,023 "," 8,582 "," 11,551 "," 12,056 "," 19,574 "," 20,638 ",,,,
2025-26,2,Bakerloo," 59,924 "," 69,450 "," 163,083 "," 188,591 "," 223,007 "," 258,041 ",,,,
2025-26,2,C&H," 68,768 "," 75,144 "," 239,888 "," 260,897 "," 308,656 "," 336,041 ",,,,
2025-26,2,Central," 231,471 "," 254,713 "," 641,834 "," 707,449 "," 873,305 "," 962,162 ",,,,
2025-26,2,District," 192,237 "," 212,982 "," 524,160 "," 564,096 "," 716,397 "," 777,078 ",,,,
2025-26,2,Jubilee," 192,093 "," 206,623 "," 546,224 "," 605,022 "," 738,317 "," 811,645 ",,,,
2025-26,2,Metropolitan," 157,248 "," 177,068 "," 422,983 "," 483,101 "," 580,231 "," 660,169 ",,,,
2025-26,2,Northern," 295,437 "," 312,314 "," 857,872 "," 900,198 "," 1,153,309 "," 1,212,512 ",,,,
2025-26,2,Piccadilly," 228,088 "," 244,474 "," 625,865 "," 669,711 "," 853,953 "," 914,185 ",,,,
